Events,Location,Date,R_fighter,B_fighter,Winner,R_odds,B_odds,Favorite,Who_won
UFC Fight Night: Ortega vs. Rodriguez,Long Island,2022-07-16,Dustin Jacoby,Da Woon Jung,Dustin Jacoby,120,-120,Da Woon Jung,underdog
UFC Fight Night: Ortega vs. Rodriguez,Long Island,2022-07-16,Dwight Grant,Dustin Stoltzfus,Dustin Stoltzfus,125,-120,Dustin Stoltzfus,favorite
UFC Fight Night: Ortega vs. Rodriguez,Long Island,2022-07-16,Jessica Penne,Emily Ducote,Emily Ducote,154,-154,Emily Ducote,favorite
UFC Fight Night: Blaydes vs. Aspinall,London,2022-07-23,Curtis Blaydes,Tom Aspinall,Curtis Blaydes,135,-135,Tom Aspinall,underdog
UFC Fight Night: Blaydes vs. Aspinall,London,2022-07-23,Chris Curtis,Jack Hermansson,Jack Hermansson,-104,-105,Jack Hermansson,favorite
UFC Fight Night: Blaydes vs. Aspinall,London,2022-07-23,Paddy Pimblett,Jordan Leavitt,Paddy Pimblett,-244,250,Paddy Pimblett,favorite
UFC Fight Night: Blaydes vs. Aspinall,London,2022-07-23,Alexander Gustafsson,Nikita Krylov,Nikita Krylov,180,-189,Nikita Krylov,favorite
UFC Fight Night: Blaydes vs. Aspinall,London,2022-07-23,Molly McCann,Hannah Goldy,Molly McCann,-400,400,Molly McCann,favorite
UFC Fight Night: Blaydes vs. Aspinall,London,2022-07-23,Paul Craig,Volkan Oezdemir,Volkan Oezdemir,132,-133,Volkan Oezdemir,favorite
UFC Fight Night: Blaydes vs. Aspinall,London,2022-07-23,Mason Jones,Ludovit Klein,Ludovit Klein,-385,370,Mason Jones,underdog
UFC Fight Night: Blaydes vs. Aspinall,London,2022-07-23,Marc Diakiese,Damir Hadzovic,Marc Diakiese,-345,350,Marc Diakiese,favorite
UFC Fight Night: Blaydes vs. Aspinall,London,2022-07-23,Nathaniel Wood,Charles Rosa,Nathaniel Wood,-526,450,Nathaniel Wood,favorite
UFC Fight Night: Blaydes vs. Aspinall,London,2022-07-23,Makwan Amirkhani,Jonathan Pearce,Jonathan Pearce,165,-145,Jonathan Pearce,favorite
UFC Fight Night: Blaydes vs. Aspinall,London,2022-07-23,Muhammad Mokaev,Charles Johnson,Muhammad Mokaev,-417,410,Muhammad Mokaev,favorite
UFC Fight Night: Blaydes vs. Aspinall,London,2022-07-23,Jai Herbert,Kyle Nelson,Jai Herbert,-270,248,Jai Herbert,favorite
UFC Fight Night: Blaydes vs. Aspinall,London,2022-07-23,Mandy Bohm,Victoria Leonardo,Victoria Leonardo,-110,100,Mandy Bohm,underdog
UFC Fight Night: Blaydes vs. Aspinall,London,2022-07-23,Nicolas Dalby,Claudio Silva,Nicolas Dalby,-204,205,Nicolas Dalby,favorite
UFC 277,Dallas,2022-07-30,Amanda Nunes,Julianna Pena,Amanda Nunes,-244,230,Amanda Nunes,favorite
UFC 277,Dallas,2022-07-30,Brandon Moreno,Kai Kara-France,Brandon Moreno,-200,180,Brandon Moreno,favorite
UFC 277,Dallas,2022-07-30,Derrick Lewis,Sergey Pavlovich,Sergey Pavlovich,135,102,Sergey Pavlovich,favorite
UFC 277,Dallas,2022-07-30,Alex Perez,Alexandre Pantoja,Alexandre Pantoja,170,-156,Alexandre Pantoja,favorite
UFC 277,Dallas,2022-07-30,Magomed Ankalaev,Anthony Smith,Magomed Ankalaev,-476,460,Magomed Ankalaev,favorite
UFC 277,Dallas,2022-07-30,Alex Morono,Matt Semelsberger,Alex Morono,165,-161,Matt Semelsberger,underdog
UFC 277,Dallas,2022-07-30,Drew Dober,Rafael Alves,Drew Dober,-164,190,Drew Dober,favorite
UFC 277,Dallas,2022-07-30,Hamdy Abdelwahab,Don'tale Mayes,Hamdy Abdelwahab,195,-115,Don'tale Mayes,underdog
UFC 277,Dallas,2022-07-30,Rafa Garcia,Drakkar Klose,Drakkar Klose,187,-200,Drakkar Klose,favorite
UFC 277,Dallas,2022-07-30,Adam Fugitt,Michael Morales,Michael Morales,500,-588,Michael Morales,favorite
UFC 277,Dallas,2022-07-30,Joselyne Edwards,Ji Yeon Kim,Joselyne Edwards,-120,115,Joselyne Edwards,favorite
UFC 277,Dallas,2022-07-30,Nick Negumereanu,Ihor Potieria,Nick Negumereanu,137,120,Ihor Potieria,underdog
UFC 277,Dallas,2022-07-30,Orion Cosce,Mike Mathetha,Orion Cosce,-200,175,Orion Cosce,favorite
UFC Fight Night: Santos vs. Hill,Las Vegas,2022-08-06,Thiago Santos,Jamahal Hill,Jamahal Hill,285,-263,Jamahal Hill,favorite
UFC Fight Night: Santos vs. Hill,Las Vegas,2022-08-06,Vicente Luque,Geoff Neal,Geoff Neal,-161,180,Vicente Luque,underdog
UFC Fight Night: Santos vs. Hill,Las Vegas,2022-08-06,Mohammed Usman,Zac Pauga,Mohammed Usman,240,-278,Zac Pauga,underdog
UFC Fight Night: Santos vs. Hill,Las Vegas,2022-08-06,Brogan Walker,Juliana Miller,Juliana Miller,120,-135,Juliana Miller,favorite
UFC Fight Night: Santos vs. Hill,Las Vegas,2022-08-06,Augusto Sakai,Sergey Spivak,Sergey Spivak,280,-222,Sergey Spivak,favorite
UFC Fight Night: Santos vs. Hill,Las Vegas,2022-08-06,Terrance McKinney,Erick Gonzalez,Terrance McKinney,-833,750,Terrance McKinney,favorite
UFC Fight Night: Santos vs. Hill,Las Vegas,2022-08-06,Michal Oleksiejczuk,Sam Alvey,Michal Oleksiejczuk,-400,520,Michal Oleksiejczuk,favorite
UFC Fight Night: Santos vs. Hill,Las Vegas,2022-08-06,Takashi Sato,Bryan Battle,Bryan Battle,270,-222,Bryan Battle,favorite
UFC Fight Night: Santos vs. Hill,Las Vegas,2022-08-06,Cory McKenna,Miranda Granger,Cory McKenna,-189,176,Cory McKenna,favorite
UFC Fight Night: Santos vs. Hill,Las Vegas,2022-08-06,Mayra Bueno Silva,Stephanie Egger,Mayra Bueno Silva,115,150,Mayra Bueno Silva,favorite
UFC 278,Utah,2022-08-20,Kamaru Usman,Leon Edwards,Leon Edwards,-312,300,Kamaru Usman,underdog
UFC 278,Utah,2022-08-20,Paulo Costa,Luke Rockhold,Paulo Costa,-333,310,Paulo Costa,favorite
UFC 278,Utah,2022-08-20,Jose Aldo,Merab Dvalishvili,Merab Dvalishvili,145,-125,Merab Dvalishvili,favorite
UFC 278,Utah,2022-08-20,Lucie Pudilova,Yanan Wu,Lucie Pudilova,-139,135,Lucie Pudilova,favorite
UFC 278,Utah,2022-08-20,Tyson Pedro,Harry Hunsucker,Tyson Pedro,-769,660,Tyson Pedro,favorite
UFC 278,Utah,2022-08-20,Alexander Romanov,Marcin Tybura,Marcin Tybura,-312,300,Alexander Romanov,underdog
UFC 278,Utah,2022-08-20,Jared Gordon,Leonardo Santos,Jared Gordon,-263,240,Jared Gordon,favorite
UFC 278,Utah,2022-08-20,A.J. Fletcher,Ange Loosa,Ange Loosa,-161,143,A.J. Fletcher,underdog
UFC 278,Utah,2022-08-20,Amir Albazi,Francisco Figueiredo,Amir Albazi,-455,410,Amir Albazi,favorite
UFC 278,Utah,2022-08-20,Qileng Aori,Jay Perrin,Qileng Aori,-135,115,Qileng Aori,favorite
UFC 278,Utah,2022-08-20,Victor Altamirano,Daniel Lacerda,Victor Altamirano,-154,145,Victor Altamirano,favorite
UFC Fight Night: Gane vs. Tuivasa,Paris,2022-09-03,Ciryl Gane,Tai Tuivasa,Ciryl Gane,-476,425,Ciryl Gane,favorite
UFC Fight Night: Gane vs. Tuivasa,Paris,2022-09-03,Robert Whittaker,Marvin Vettori,Robert Whittaker,-200,190,Robert Whittaker,favorite
UFC Fight Night: Gane vs. Tuivasa,Paris,2022-09-03,Joaquin Buckley,Nassourdine Imavov,Nassourdine Imavov,215,-238,Nassourdine Imavov,favorite
UFC Fight Night: Gane vs. Tuivasa,Paris,2022-09-03,Alessio Di Chirico,Roman Kopylov,Roman Kopylov,100,-108,Roman Kopylov,favorite
UFC Fight Night: Gane vs. Tuivasa,Paris,2022-09-03,Jarno Errens,William Gomis,William Gomis,200,-213,William Gomis,favorite
UFC Fight Night: Gane vs. Tuivasa,Paris,2022-09-03,Charles Jourdain,Nathaniel Wood,Nathaniel Wood,-141,130,Charles Jourdain,underdog
UFC Fight Night: Gane vs. Tuivasa,Paris,2022-09-03,Dustin Stoltzfus,Abusupiyan Magomedov,Abusupiyan Magomedov,255,-278,Abusupiyan Magomedov,favorite
UFC Fight Night: Gane vs. Tuivasa,Paris,2022-09-03,Nasrat Haqparast,John Makdessi,Nasrat Haqparast,-227,220,Nasrat Haqparast,favorite
UFC Fight Night: Gane vs. Tuivasa,Paris,2022-09-03,Fares Ziam,Michal Figlak,Fares Ziam,183,-185,Michal Figlak,underdog
UFC Fight Night: Gane vs. Tuivasa,Paris,2022-09-03,Gabriel Miranda,Benoit Saint-Denis,Benoit Saint-Denis,280,-294,Benoit Saint-Denis,favorite
UFC Fight Night: Gane vs. Tuivasa,Paris,2022-09-03,Christian Quinonez,Khalid Taha,Christian Quinonez,106,-110,Khalid Taha,underdog
UFC Fight Night: Gane vs. Tuivasa,Paris,2022-09-03,Stephanie Egger,Ailin Perez,Stephanie Egger,-250,225,Stephanie Egger,favorite
UFC Fight Night: Sandhagen vs. Song,Las Vegas,2022-09-17,Cory Sandhagen,Yadong Song,Cory Sandhagen,-196,176,Cory Sandhagen,favorite
UFC Fight Night: Sandhagen vs. Song,Las Vegas,2022-09-17,Gregory Rodrigues,Chidi Njokuani,Gregory Rodrigues,112,-123,Chidi Njokuani,underdog
UFC Fight Night: Sandhagen vs. Song,Las Vegas,2022-09-17,Andre Fili,Bill Algeo,Andre Fili,-125,115,Andre Fili,favorite
UFC Fight Night: Sandhagen vs. Song,Las Vegas,2022-09-17,Alen Amedovski,Joe Pyfer,Joe Pyfer,450,-500,Joe Pyfer,favorite
UFC Fight Night: Sandhagen vs. Song,Las Vegas,2022-09-17,Anthony Hernandez,Marc-Andre Barriault,Anthony Hernandez,-200,185,Anthony Hernandez,favorite
UFC Fight Night: Sandhagen vs. Song,Las Vegas,2022-09-17,Damon Jackson,Pat Sabatini,Damon Jackson,185,-189,Pat Sabatini,underdog
UFC Fight Night: Sandhagen vs. Song,Las Vegas,2022-09-17,Trevin Giles,Louis Cosce,Trevin Giles,-200,187,Trevin Giles,favorite
UFC Fight Night: Sandhagen vs. Song,Las Vegas,2022-09-17,Denise Gomes,Loma Lookboonmee,Loma Lookboonmee,185,-200,Loma Lookboonmee,favorite
UFC Fight Night: Sandhagen vs. Song,Las Vegas,2022-09-17,Trey Ogden,Daniel Zellhuber,Trey Ogden,375,-345,Daniel Zellhuber,underdog
UFC Fight Night: Sandhagen vs. Song,Las Vegas,2022-09-17,Mariya Agapova,Gillian Robertson,Gillian Robertson,135,-147,Gillian Robertson,favorite
UFC Fight Night: Sandhagen vs. Song,Las Vegas,2022-09-17,Javid Basharat,Tony Gravely,Javid Basharat,-156,150,Javid Basharat,favorite
UFC Fight Night: Sandhagen vs. Song,Las Vegas,2022-09-17,Nikolas Motta,Cameron VanCamp,Nikolas Motta,-132,140,Nikolas Motta,favorite
UFC Fight Night: Dern vs. Yan,Las Vegas,2022-10-01,Mackenzie Dern,Yan Xiaonan,Yan Xiaonan,-200,170,Mackenzie Dern,underdog
UFC Fight Night: Dern vs. Yan,Las Vegas,2022-10-01,Randy Brown,Francisco Trinaldo,Randy Brown,-323,280,Randy Brown,favorite
UFC Fight Night: Dern vs. Yan,Las Vegas,2022-10-01,Raoni Barcelos,Trevin Jones,Raoni Barcelos,-250,220,Raoni Barcelos,favorite
UFC Fight Night: Dern vs. Yan,Las Vegas,2022-10-01,Sodiq Yusuff,Don Shainis,Sodiq Yusuff,-909,750,Sodiq Yusuff,favorite
UFC Fight Night: Dern vs. Yan,Las Vegas,2022-10-01,Mike Davis,Viacheslav Borshchev,Mike Davis,-175,161,Mike Davis,favorite
UFC Fight Night: Dern vs. Yan,Las Vegas,2022-10-01,John Castaneda,Daniel Santos,Daniel Santos,-179,167,John Castaneda,underdog
UFC Fight Night: Dern vs. Yan,Las Vegas,2022-10-01,Aleksei Oleinik,Ilir Latifi,Ilir Latifi,180,-179,Ilir Latifi,favorite
UFC Fight Night: Dern vs. Yan,Las Vegas,2022-10-01,Joaquim Silva,Jesse Ronson,Joaquim Silva,-123,120,Joaquim Silva,favorite
UFC Fight Night: Dern vs. Yan,Las Vegas,2022-10-01,Brendan Allen,Krzysztof Jotko,Brendan Allen,106,-110,Krzysztof Jotko,underdog
UFC Fight Night: Dern vs. Yan,Las Vegas,2022-10-01,Julija Stoliarenko,Chelsea Chandler,Chelsea Chandler,-125,113,Julija Stoliarenko,underdog
UFC Fight Night: Dern vs. Yan,Las Vegas,2022-10-01,Randy Costa,Guido Cannetti,Guido Cannetti,-278,265,Randy Costa,underdog
UFC Fight Night: Grasso vs. Araujo,Las Vegas,2022-10-15,Alexa Grasso,Viviane Araujo,Alexa Grasso,-208,190,Alexa Grasso,favorite
UFC Fight Night: Grasso vs. Araujo,Las Vegas,2022-10-15,Cub Swanson,Jonathan Martinez,Jonathan Martinez,190,-204,Jonathan Martinez,favorite
UFC Fight Night: Grasso vs. Araujo,Las Vegas,2022-10-15,Dusko Todorovic,Jordan Wright,Dusko Todorovic,-208,190,Dusko Todorovic,favorite
UFC Fight Night: Grasso vs. Araujo,Las Vegas,2022-10-15,Raphael Assuncao,Victor Henry,Raphael Assuncao,350,-385,Victor Henry,underdog
UFC Fight Night: Grasso vs. Araujo,Las Vegas,2022-10-15,Misha Cirkunov,Alonzo Menifield,Alonzo Menifield,180,-189,Alonzo Menifield,favorite
UFC Fight Night: Grasso vs. Araujo,Las Vegas,2022-10-15,Mana Martinez,Brandon Davis,Mana Martinez,-143,137,Mana Martinez,favorite
UFC Fight Night: Grasso vs. Araujo,Las Vegas,2022-10-15,Jacob Malkoun,Nick Maximov,Jacob Malkoun,120,-130,Nick Maximov,underdog
UFC Fight Night: Grasso vs. Araujo,Las Vegas,2022-10-15,Lucas Alexander,Joanderson Brito,Joanderson Brito,365,-357,Joanderson Brito,favorite
UFC Fight Night: Grasso vs. Araujo,Las Vegas,2022-10-15,Piera Rodriguez,Sam Hughes,Piera Rodriguez,-167,155,Piera Rodriguez,favorite
UFC Fight Night: Grasso vs. Araujo,Las Vegas,2022-10-15,Carlos Vergara,Tatsuro Taira,Tatsuro Taira,255,-238,Tatsuro Taira,favorite
UFC Fight Night: Grasso vs. Araujo,Las Vegas,2022-10-15,Mike Jackson,Pete Rodriguez,Pete Rodriguez,525,-667,Pete Rodriguez,favorite
UFC Fight Night: Kattar vs. Allen,Las Vegas,2022-10-29,Calvin Kattar,Arnold Allen,Arnold Allen,115,-114,Arnold Allen,favorite
UFC Fight Night: Kattar vs. Allen,Las Vegas,2022-10-29,Max Griffin,Tim Means,Max Griffin,-185,166,Max Griffin,favorite
UFC Fight Night: Kattar vs. Allen,Las Vegas,2022-10-29,Jared Vanderaa,Waldo Cortes-Acosta,Waldo Cortes-Acosta,188,-204,Waldo Cortes-Acosta,favorite
UFC Fight Night: Kattar vs. Allen,Las Vegas,2022-10-29,Tresean Gore,Josh Fremd,Tresean Gore,140,-154,Josh Fremd,underdog
UFC Fight Night: Kattar vs. Allen,Las Vegas,2022-10-29,Dustin Jacoby,Khalil Rountree,Khalil Rountree,-175,162,Dustin Jacoby,underdog
UFC Fight Night: Kattar vs. Allen,Las Vegas,2022-10-29,Roman Dolidze,Phil Hawes,Roman Dolidze,163,-175,Phil Hawes,underdog
UFC Fight Night: Kattar vs. Allen,Las Vegas,2022-10-29,Andrei Arlovski,Marcos Rogerio de Lima,Marcos Rogerio de Lima,215,-250,Marcos Rogerio de Lima,favorite
UFC Fight Night: Kattar vs. Allen,Las Vegas,2022-10-29,Joseph Holmes,Jun Yong Park,Jun Yong Park,194,-200,Jun Yong Park,favorite
UFC Fight Night: Kattar vs. Allen,Las Vegas,2022-10-29,Chase Hooper,Steve Garcia,Steve Garcia,-303,275,Chase Hooper,underdog
UFC Fight Night: Kattar vs. Allen,Las Vegas,2022-10-29,Cody Durden,Carlos Mota,Cody Durden,145,-154,Carlos Mota,underdog
UFC Fight Night: Kattar vs. Allen,Las Vegas,2022-10-29,Christian Rodriguez,Joshua Weems,Christian Rodriguez,-400,350,Christian Rodriguez,favorite
UFC Fight Night: Rodriguez vs. Lemos,Las Vegas,2022-11-05,Marina Alcalde Rodriguez,Amanda Lemos,Amanda Lemos,-227,222,Marina Alcalde Rodriguez,underdog
UFC Fight Night: Rodriguez vs. Lemos,Las Vegas,2022-11-05,Neil Magny,Daniel Rodriguez,Neil Magny,-110,100,Neil Magny,favorite
UFC Fight Night: Rodriguez vs. Lemos,Las Vegas,2022-11-05,Darrick Minner,Yilan Sha,Yilan Sha,330,-303,Yilan Sha,favorite
UFC Fight Night: Rodriguez vs. Lemos,Las Vegas,2022-11-05,Tagir Ulanbekov,Nathan Maness,Tagir Ulanbekov,-227,211,Tagir Ulanbekov,favorite
UFC Fight Night: Rodriguez vs. Lemos,Las Vegas,2022-11-05,Grant Dawson,Mark O. Madsen,Grant Dawson,-200,190,Grant Dawson,favorite
UFC Fight Night: Rodriguez vs. Lemos,Las Vegas,2022-11-05,Miranda Maverick,Shanna Young,Miranda Maverick,-714,725,Miranda Maverick,favorite
UFC Fight Night: Rodriguez vs. Lemos,Las Vegas,2022-11-05,Mario Bautista,Benito Lopez,Mario Bautista,-333,350,Mario Bautista,favorite
UFC Fight Night: Rodriguez vs. Lemos,Las Vegas,2022-11-05,Jinh Yu Frey,Polyana Viana,Polyana Viana,125,-135,Polyana Viana,favorite
UFC Fight Night: Rodriguez vs. Lemos,Las Vegas,2022-11-05,Johnny Munoz,Liudvik Sholinian,Johnny Munoz,-250,200,Johnny Munoz,favorite
UFC Fight Night: Rodriguez vs. Lemos,Las Vegas,2022-11-05,Carlos Candelario,Jake Hadley,Jake Hadley,235,-263,Jake Hadley,favorite
UFC Fight Night: Rodriguez vs. Lemos,Las Vegas,2022-11-05,Ramona Pascual,Tamires Vidal,Tamires Vidal,110,-105,Tamires Vidal,favorite
UFC Fight Night: Nzechukwu vs. Cutelaba,Las Vegas,2022-11-19,Ion Cutelaba,Kennedy Nzechukwu,Kennedy Nzechukwu,170,-172,Kennedy Nzechukwu,favorite
UFC Fight Night: Nzechukwu vs. Cutelaba,Las Vegas,2022-11-19,Waldo Cortes-Acosta,Chase Sherman,Waldo Cortes-Acosta,-227,210,Waldo Cortes-Acosta,favorite
UFC Fight Night: Nzechukwu vs. Cutelaba,Las Vegas,2022-11-19,Andre Fialho,Muslim Salikhov,Muslim Salikhov,100,-105,Muslim Salikhov,favorite
UFC Fight Night: Nzechukwu vs. Cutelaba,Las Vegas,2022-11-19,Jack Della Maddalena,Danny Roberts,Jack Della Maddalena,-588,800,Jack Della Maddalena,favorite
UFC Fight Night: Nzechukwu vs. Cutelaba,Las Vegas,2022-11-19,Zhalgas Zhumagulov,Charles Johnson,Charles Johnson,152,-164,Charles Johnson,favorite
UFC Fight Night: Nzechukwu vs. Cutelaba,Las Vegas,2022-11-19,Jennifer Maia,Maryna Moroz,Jennifer Maia,163,-149,Maryna Moroz,underdog
UFC Fight Night: Nzechukwu vs. Cutelaba,Las Vegas,2022-11-19,Miles Johns,Vincent Morales,Miles Johns,-169,150,Miles Johns,favorite
UFC Fight Night: Nzechukwu vs. Cutelaba,Las Vegas,2022-11-19,Ricky Turcios,Kevin Natividad,Ricky Turcios,-161,171,Ricky Turcios,favorite
UFC Fight Night: Nzechukwu vs. Cutelaba,Las Vegas,2022-11-19,Maria Oliveira,Vanessa Demopoulos,Vanessa Demopoulos,-102,-105,Vanessa Demopoulos,favorite
UFC Fight Night: Nzechukwu vs. Cutelaba,Las Vegas,2022-11-19,Fernando Garcia,Brady Hiestand,Brady Hiestand,163,-172,Brady Hiestand,favorite
UFC Fight Night: Nzechukwu vs. Cutelaba,Las Vegas,2022-11-19,Natalia Cristina da Silva,Tereza Bleda,Natalia Cristina da Silva,-164,143,Natalia Cristina da Silva,favorite
UFC Fight Night: Thompson vs. Holland,Orlando,2022-12-03,Stephen Thompson,Kevin Holland,Stephen Thompson,169,-161,Kevin Holland,underdog
UFC Fight Night: Thompson vs. Holland,Orlando,2022-12-03,Rafael dos Anjos,Bryan Barberena,Rafael dos Anjos,-400,380,Rafael dos Anjos,favorite
UFC Fight Night: Thompson vs. Holland,Orlando,2022-12-03,Matheus Nicolau,Matt Schnell,Matheus Nicolau,-385,320,Matheus Nicolau,favorite
UFC Fight Night: Thompson vs. Holland,Orlando,2022-12-03,Tai Tuivasa,Sergey Pavlovich,Sergey Pavlovich,170,-169,Sergey Pavlovich,favorite
UFC Fight Night: Thompson vs. Holland,Orlando,2022-12-03,Roman Dolidze,Jack Hermansson,Roman Dolidze,195,-200,Jack Hermansson,underdog
UFC Fight Night: Thompson vs. Holland,Orlando,2022-12-03,Eryk Anders,Kyle Daukaus,Eryk Anders,220,-227,Kyle Daukaus,underdog
UFC Fight Night: Thompson vs. Holland,Orlando,2022-12-03,Niko Price,Phil Rowe,Phil Rowe,105,100,Phil Rowe,favorite
UFC Fight Night: Thompson vs. Holland,Orlando,2022-12-03,Angela Hill,Emily Ducote,Angela Hill,140,-130,Emily Ducote,underdog
UFC Fight Night: Thompson vs. Holland,Orlando,2022-12-03,Clay Guida,Scott Holtzman,Clay Guida,198,-179,Scott Holtzman,underdog
UFC Fight Night: Thompson vs. Holland,Orlando,2022-12-03,Michael Johnson,Marc Diakiese,Michael Johnson,320,-333,Marc Diakiese,underdog
UFC Fight Night: Thompson vs. Holland,Orlando,2022-12-03,Darren Elkins,Jonathan Pearce,Jonathan Pearce,460,-476,Jonathan Pearce,favorite
UFC Fight Night: Thompson vs. Holland,Orlando,2022-12-03,Francis Marshall,Marcelo Rojo,Francis Marshall,-164,163,Francis Marshall,favorite
UFC Fight Night: Thompson vs. Holland,Orlando,2022-12-03,Istela Nunes,Yazmin Jauregui,Yazmin Jauregui,285,-312,Yazmin Jauregui,favorite
UFC 282,Las Vegas,2022-12-10,Paddy Pimblett,Jared Gordon,Paddy Pimblett,-233,225,Paddy Pimblett,favorite
UFC 282,Las Vegas,2022-12-10,Santiago Ponzinibbio,Alex Morono,Santiago Ponzinibbio,-143,150,Santiago Ponzinibbio,favorite
UFC 282,Las Vegas,2022-12-10,Dricus Du Plessis,Darren Till,Dricus Du Plessis,-182,180,Dricus Du Plessis,favorite
UFC 282,Las Vegas,2022-12-10,Ilia Topuria,Bryce Mitchell,Ilia Topuria,-143,120,Ilia Topuria,favorite
UFC 282,Las Vegas,2022-12-10,Raul Rosas Jr,Jay Perrin,Raul Rosas Jr,-250,190,Raul Rosas Jr,favorite
UFC 282,Las Vegas,2022-12-10,Jairzinho Rozenstruik,Chris Daukaus,Jairzinho Rozenstruik,-164,155,Jairzinho Rozenstruik,favorite
UFC 282,Las Vegas,2022-12-10,Edmen Shahbazyan,Dalcha Lungiambula,Edmen Shahbazyan,-294,280,Edmen Shahbazyan,favorite
UFC 282,Las Vegas,2022-12-10,Chris Curtis,Joaquin Buckley,Chris Curtis,160,-164,Joaquin Buckley,underdog
UFC 282,Las Vegas,2022-12-10,Alexander Hernandez,Billy Quarantillo,Billy Quarantillo,160,-164,Billy Quarantillo,favorite
UFC 282,Las Vegas,2022-12-10,Erik Silva,T.J. Brown,T.J. Brown,100,100,T.J. Brown,favorite
UFC 282,Las Vegas,2022-12-10,Cameron Saaiman,Steven Koslow,Cameron Saaiman,-278,275,Cameron Saaiman,favorite
UFC Fight Night: Cannonier vs. Strickland,Las Vegas,2022-12-17,Jared Cannonier,Sean Strickland,Jared Cannonier,-110,104,Jared Cannonier,favorite
UFC Fight Night: Cannonier vs. Strickland,Las Vegas,2022-12-17,Damir Ismagulov,Arman Tsarukyan,Arman Tsarukyan,180,-189,Arman Tsarukyan,favorite
UFC Fight Night: Cannonier vs. Strickland,Las Vegas,2022-12-17,Alessandro Costa,Amir Albazi,Amir Albazi,400,-417,Amir Albazi,favorite
UFC Fight Night: Cannonier vs. Strickland,Las Vegas,2022-12-17,Alex Caceres,Julian Erosa,Alex Caceres,163,-161,Julian Erosa,underdog
UFC Fight Night: Cannonier vs. Strickland,Las Vegas,2022-12-17,Drew Dober,Bobby Green,Drew Dober,-161,150,Drew Dober,favorite
UFC Fight Night: Cannonier vs. Strickland,Las Vegas,2022-12-17,Cody Brundage,Michal Oleksiejczuk,Michal Oleksiejczuk,235,-233,Michal Oleksiejczuk,favorite
UFC Fight Night: Cannonier vs. Strickland,Las Vegas,2022-12-17,Cheyanne Buys,Cory McKenna,Cory McKenna,-175,150,Cheyanne Buys,underdog
UFC Fight Night: Cannonier vs. Strickland,Las Vegas,2022-12-17,Jake Matthews,Matt Semelsberger,Matt Semelsberger,-278,262,Jake Matthews,underdog
UFC Fight Night: Cannonier vs. Strickland,Las Vegas,2022-12-17,Said Nurmagomedov,Saidyokub Kakhramonov,Said Nurmagomedov,100,-108,Saidyokub Kakhramonov,underdog
UFC Fight Night: Cannonier vs. Strickland,Las Vegas,2022-12-17,Hayisaer Maheshate,Rafa Garcia,Rafa Garcia,140,-143,Rafa Garcia,favorite
UFC Fight Night: Cannonier vs. Strickland,Las Vegas,2022-12-17,Bryan Battle,Rinat Fakhretdinov,Rinat Fakhretdinov,135,-147,Rinat Fakhretdinov,favorite
UFC Fight Night: Cannonier vs. Strickland,Las Vegas,2022-12-17,Manel Kape,David Dvorak,Manel Kape,-200,200,Manel Kape,favorite
UFC Fight Night: Cannonier vs. Strickland,Las Vegas,2022-12-17,Sergey Morozov,Journey Newson,Sergey Morozov,-294,275,Sergey Morozov,favorite
UFC Fight Night: Andrade vs. Blanchfield,Las Vegas,2023-02-18,Jessica Andrade,Erin Blanchfield,Erin Blanchfield,-112,110,Jessica Andrade,underdog
UFC Fight Night: Andrade vs. Blanchfield,Las Vegas,2023-02-18,Jordan Wright,Zac Pauga,Zac Pauga,255,-278,Zac Pauga,favorite
UFC Fight Night: Andrade vs. Blanchfield,Las Vegas,2023-02-18,Jamal Pogues,Josh Parisian,Jamal Pogues,-250,250,Jamal Pogues,favorite
UFC Fight Night: Andrade vs. Blanchfield,Las Vegas,2023-02-18,William Knight,Marcin Prachnio,Marcin Prachnio,-130,120,William Knight,underdog
UFC Fight Night: Andrade vs. Blanchfield,Las Vegas,2023-02-18,Jim Miller,Alexander Hernandez,Alexander Hernandez,190,-200,Alexander Hernandez,favorite
